#ID               Station ID
#LAT              Latitude (NAD27, decimal degrees)
#LONG             Longitude (NAD27, decimal degrees)
#UTM10x_NAD83     Easting (NAD83 Zone 10N, meters)
#UTM10y_NAD83     Northing (NAD83 Zone 10N, meters)
#ELEV_m           Elevation (NGVD29, meters)
#CBA              Complete Bouger Anomaly (mGal)
#ISO              Isostatic Anomaly (mGal)
#OG               Observed Gravity (mGal)
#FTC              Field Terrain Correction (calculated out to 68m from station, mGal)
#TTC              Total Terrain Correction (calculated from 68m to 166.7km from station, mGal)

ID,LAT,LONG,UTM10x_NAD83,UTM10y_NAD83,ELEV_M,CBA,ISO,OG,FTC,TTC
19GY2167,38.93803083,-122.81342133,516076.900,4309902.439,532.770,-47.480,-16.000,979921.591,0.000,1.550
19GY2168,38.93168050,-122.80758667,516584.076,4309198.806,551.820,-50.371,-19.111,979914.303,0.000,1.660
19GY2169,38.92620367,-122.80455167,516848.445,4308591.613,550.090,-49.984,-18.924,979913.865,0.040,2.340
19GY2170,38.91793167,-122.80306833,516979.009,4307673.964,628.210,-49.572,-18.902,979897.757,0.020,2.850
19GY2171,38.84878217,-122.75570117,521106.008,4300010.577,715.240,-45.824,-17.804,979878.660,0.020,2.560
19GY2172,38.83402500,-122.73662867,522765.809,4298377.627,727.850,-44.565,-17.055,979874.888,0.030,3.820
19GY2173,38.82870483,-122.72798233,523518.037,4297789.467,754.100,-43.870,-16.560,979869.137,0.000,4.660
19GY2174,38.82790833,-122.71973433,524234.257,4297703.246,784.810,-45.494,-18.174,979862.014,0.050,4.080
19GY2175,38.82318633,-122.71975433,524234.128,4297179.259,766.670,-43.030,-15.930,979866.880,0.000,4.810
19GY2176,38.81473783,-122.71075300,525018.496,4296244.197,788.170,-42.305,-15.545,979863.012,0.010,4.450
19GY2177,38.80879933,-122.70872967,525196.261,4295585.784,777.770,-40.333,-13.843,979865.855,0.060,5.090
19GY2178,38.80352083,-122.70982300,525103.189,4294999.750,839.940,-39.082,-12.892,979853.163,0.060,6.400
19GY2179,38.80210900,-122.71212950,524903.401,4294842.452,804.680,-39.567,-13.437,979859.743,0.050,6.110
19GY2180,38.81658483,-122.69519867,526368.236,4296453.539,964.710,-44.624,-17.774,979825.572,0.010,5.180
19GY2181,38.82021800,-122.71740617,524438.989,4296850.503,777.130,-42.218,-15.248,979865.243,0.000,4.950
19GY2182,38.83398033,-122.71706450,524463.922,4298377.747,918.380,-49.330,-21.770,979832.213,0.010,4.440
19GY2185,38.85087433,-122.71854783,524329.399,4300252.015,907.800,-47.843,-19.513,979837.943,0.040,3.760
19GY2186,38.89850767,-122.74196717,522282.226,4305531.741,744.440,-55.215,-24.865,979867.080,0.000,3.430
19GY2187,38.90902150,-122.73837733,522590.184,4306699.322,715.440,-51.656,-20.816,979877.763,0.000,2.910
19GY2188,38.91088850,-122.71782683,524371.377,4306911.809,599.550,-48.743,-17.653,979904.619,0.000,1.800
19GY2189,38.91298533,-122.71177217,524895.599,4307146.131,601.710,-48.305,-17.115,979904.950,0.020,1.670
19GY2190,38.91955717,-122.72036333,524148.506,4307873.075,588.550,-46.681,-15.241,979909.399,0.020,2.000
19GY2191,38.93690717,-122.90231467,508372.674,4309765.737,466.830,-27.199,2.751,979954.935,0.000,1.280
19GY2192,38.94783767,-122.90148817,508442.997,4310978.751,438.640,-24.590,5.890,979964.021,0.010,1.280
19GY2193,38.99020000,-122.68612233,527089.940,4315721.873,430.640,-33.519,0.851,979959.782,0.020,1.900
19GY2194,38.83067767,-122.80363933,516950.333,4297991.555,726.610,-43.356,-16.846,979875.524,0.060,4.340
19GY2195,38.84496633,-122.82588217,515016.627,4299573.198,788.570,-43.140,-16.310,979864.919,0.040,4.300
19GY2196,38.84915167,-122.82583717,515019.646,4300037.637,886.130,-43.265,-16.275,979845.081,0.040,5.290
19GY2197,38.85142017,-122.82088733,515448.689,4300290.195,963.510,-41.926,-14.796,979831.083,0.010,5.680
19GY2198,38.85496183,-122.82290717,515272.655,4300682.859,996.450,-40.721,-13.471,979824.641,0.040,7.190
19GY2199,38.84928167,-122.81812417,515688.935,4300053.367,981.650,-42.972,-15.912,979825.396,0.020,6.580
19GY2200,38.85167017,-122.82606717,514999.155,4300317.068,923.660,-42.430,-15.340,979838.492,0.020,5.590
19GY2201,38.84709150,-122.82536533,515061.029,4299809.106,847.890,-43.292,-16.382,979852.846,0.060,4.800
19GY2202,38.83934967,-122.82505867,515089.286,4298950.075,766.440,-43.245,-16.665,979868.208,0.070,4.740
19GY2203,38.83551933,-122.81995550,515533.026,4298525.898,751.970,-43.223,-16.753,979870.483,0.030,4.980
19GY2204,38.83234433,-122.81183417,516238.638,4298175.001,729.550,-43.463,-17.003,979874.499,0.060,4.830
19GY2205,38.83404933,-122.81698900,515790.828,4298363.289,767.790,-43.458,-17.018,979866.983,0.030,5.020
19GY2206,38.83860117,-122.82133383,515412.726,4298867.643,776.720,-43.231,-16.631,979866.115,0.050,4.770
19GY2207,38.83567100,-122.82459033,515130.717,4298541.945,661.850,-43.530,-17.070,979888.400,0.030,4.400
19GY2208,38.83781117,-122.82631867,514980.255,4298779.145,706.730,-43.358,-16.848,979880.101,0.040,4.280
19GY2209,38.83591600,-122.83243333,514449.940,4298567.854,580.480,-43.303,-16.923,979904.733,0.040,4.230
19GY2210,38.83054917,-122.82829517,514810.226,4297972.985,580.370,-42.525,-16.355,979904.309,0.120,4.980
19GY2211,38.82858567,-122.83196833,514491.795,4297754.511,712.810,-42.575,-16.645,979878.040,0.060,5.120
19GY2212,38.82739883,-122.83561667,514175.346,4297622.236,749.720,-41.988,-16.208,979871.771,0.020,4.650
19GY2213,38.82626383,-122.83901483,513880.593,4297495.765,769.840,-41.084,-15.434,979868.448,0.030,4.840
19GY2214,38.82300517,-122.85229100,512728.731,4297132.218,718.780,-39.096,-13.846,979877.678,0.040,7.300
19GY2215,38.82389367,-122.85557583,512443.421,4297230.356,658.410,-39.189,-13.919,979890.594,0.050,6.180
19GY2216,38.82089183,-122.85526250,512471.148,4296897.297,591.910,-38.924,-13.774,979904.370,0.050,5.410
19GY2217,38.81792333,-122.85566083,512437.089,4296567.841,508.680,-38.765,-13.735,979920.772,0.050,5.180
19GY2218,38.81930500,-122.85945233,512107.691,4296720.646,467.110,-38.299,-13.249,979928.937,0.080,5.730
19GY2219,38.84640133,-122.85754267,512268.789,4299727.674,565.030,-39.947,-13.487,979911.007,0.030,5.260
19GY2220,38.84918133,-122.85818433,512212.626,4300036.073,602.880,-40.251,-13.691,979903.277,0.080,5.530
19GY2221,38.82486517,-122.87547850,510715.554,4297335.617,298.280,-35.711,-10.591,979964.574,0.050,6.170
19GY2222,38.82251333,-122.87402850,510841.784,4297074.815,300.560,-35.630,-10.610,979963.812,0.070,6.360
19GY2223,38.82192017,-122.86970533,511217.173,4297009.521,298.290,-36.457,-11.387,979962.706,0.070,7.030
19GY2224,38.82085167,-122.86680217,511469.372,4296891.318,328.700,-36.764,-11.704,979957.332,0.060,6.060
19GY2225,38.82282517,-122.86415067,511699.229,4297110.647,385.760,-37.665,-12.475,979945.664,0.060,5.850
19GY2226,38.82134833,-122.86119067,511956.434,4296947.155,428.550,-37.969,-12.819,979936.876,0.060,5.840
19GY2227,38.82425683,-122.87846333,510456.539,4297267.763,279.900,-34.988,-9.958,979967.815,0.050,7.190
19GY2228,38.82725100,-122.77533033,519408.497,4297616.972,970.460,-41.639,-15.049,979827.823,0.040,5.730
19GY2229,38.82878633,-122.74698633,521868.412,4297793.772,874.330,-42.282,-15.222,979846.514,0.040,5.350
19GY2230,38.83323983,-122.74311167,522203.354,4298288.898,770.030,-43.130,-15.740,979868.061,0.030,3.760
19GY2231,38.83022783,-122.77425717,519500.836,4297947.528,941.560,-42.579,-15.809,979833.424,0.020,5.110
19GY2232,38.83123283,-122.76952733,519911.109,4298060.074,916.740,-42.524,-15.624,979838.997,0.050,4.540
19GY2233,38.83554317,-122.76253267,520517.000,4298539.930,803.550,-42.728,-15.458,979862.977,0.030,2.890
19GY2234,38.83177967,-122.76390917,520398.607,4298122.000,881.780,-42.175,-15.155,979846.557,0.020,4.220
19GY2235,38.83385950,-122.79207150,517953.620,4298346.851,948.640,-42.815,-16.115,979831.653,0.020,5.580
19GY2236,38.83774967,-122.78685833,518405.098,4298779.571,942.410,-41.070,-14.100,979835.392,0.060,5.150
19GY2237,38.84212983,-122.78288683,518748.636,4299266.432,861.020,-42.215,-14.915,979851.995,0.010,3.720
19GY2238,38.84091817,-122.77842717,519136.000,4299132.908,778.500,-42.718,-15.368,979868.274,0.020,2.980
19GY2239,38.83954650,-122.78519850,518548.689,4298979.296,888.040,-40.606,-13.486,979847.597,0.060,4.210
19GY2240,38.83687467,-122.79060167,518080.429,4298681.724,943.960,-42.104,-15.224,979834.087,0.040,5.040
19GY2241,38.77799683,-122.81417700,516047.541,4292143.886,806.450,-35.176,-11.696,979862.029,0.050,5.740
19GY2242,38.77616333,-122.82146183,515415.147,4291939.171,822.860,-34.117,-10.887,979859.165,0.060,6.290
19GY2243,38.73132683,-122.82665667,514973.312,4286963.043,606.860,-22.058,-1.398,979910.603,0.040,5.210
19GY2244,38.74140183,-122.83148300,514551.746,4288080.224,609.960,-23.225,-2.065,979910.179,0.040,4.750
19GY2247,38.76442783,-122.81540517,515943.895,4290637.987,571.310,-31.328,-8.528,979910.298,0.020,6.120
19GY2248,38.76804300,-122.81120033,516308.386,4291039.889,726.350,-33.068,-10.068,979879.411,0.030,5.260
19GY2249,38.78732050,-122.82374517,515214.416,4293176.843,756.930,-36.735,-12.895,979871.343,0.020,5.380
19GY2250,38.79377417,-122.82658167,514966.700,4293892.505,725.060,-37.450,-13.280,979877.954,0.030,4.860
19GY2251,38.79876100,-122.82111683,515440.212,4294446.784,623.860,-38.497,-13.887,979896.773,0.030,5.230
19GY2252,38.76388333,-122.75253733,521406.060,4290590.461,875.350,-35.695,-12.065,979846.969,0.050,5.550
19GY2253,38.76063317,-122.75362083,521312.895,4290229.554,939.650,-35.010,-11.600,979834.141,0.040,6.190
19GY2254,38.76071983,-122.75666900,521048.028,4290238.462,980.070,-35.028,-11.688,979824.637,0.030,7.770
19GY2255,38.76821183,-122.76066717,520698.472,4291068.894,867.840,-36.127,-12.367,979848.380,0.060,5.560
19GY2256,38.77100017,-122.76159383,520617.161,4291378.092,839.210,-36.307,-12.397,979854.589,0.070,5.020
19GY2257,38.76785833,-122.76639700,520200.787,4291028.382,922.310,-35.703,-12.073,979836.880,0.050,6.790
19GY2258,38.76144883,-122.72380367,523903.297,4290327.460,931.040,-35.535,-11.685,979836.123,0.030,5.440
19GY2259,38.76581217,-122.72863850,523481.790,4290810.381,1012.130,-36.255,-12.275,979817.583,0.050,7.770
19GY2260,38.77006567,-122.72629367,523684.095,4291282.977,1018.930,-34.888,-10.668,979816.443,0.070,9.320
