Numero ^ Tunnus ^ Osasto ^ Vuosi ^ Reikanro ^ Kl100 ^ Yht_X ^ Yht_Y ^ Kkj_X ^ Kkj_y ^ Z ^ Syvyys ^ Kaltevuus ^ Suunta
int ^ char ^ char ^ int ^ char ^ char ^ int ^ int ^ int ^ int ^ real ^ real ^ real ^ real
2233 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 190.00 ^ 55.70 ^ 0.00
2234 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 200.00 ^ 55.60 ^ 0.00
2235 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 210.00 ^ 55.30 ^ 0.00
2236 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 220.00 ^ 55.00 ^ 0.00
2237 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 230.00 ^ 54.60 ^ 0.00
2238 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 240.00 ^ 54.70 ^ 0.00
2239 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 250.00 ^ 54.50 ^ 0.00
2240 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 260.00 ^ 54.40 ^ 0.00
2241 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 270.00 ^ 54.10 ^ 0.00
2242 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 280.00 ^ 53.60 ^ 0.00
2243 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 290.00 ^ 53.30 ^ 0.00
2244 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 300.00 ^ 53.30 ^ 0.00
2245 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 310.00 ^ 53.00 ^ 0.00
2246 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 320.00 ^ 52.80 ^ 0.00
2247 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 330.00 ^ 52.60 ^ 0.00
2248 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 340.00 ^ 52.20 ^ 0.00
2249 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 350.00 ^ 52.00 ^ 0.00
2250 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 360.00 ^ 51.90 ^ 0.00
2251 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 370.00 ^ 51.80 ^ 0.00
2252 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 380.00 ^ 51.90 ^ 0.00
2253 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 390.00 ^ 51.70 ^ 0.00
2254 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 400.00 ^ 51.60 ^ 0.00
2255 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 410.00 ^ 51.50 ^ 0.00
2256 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 420.00 ^ 51.40 ^ 0.00
2257 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 430.00 ^ 51.40 ^ 0.00
2258 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 440.00 ^ 51.20 ^ 0.00
2259 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 450.00 ^ 51.00 ^ 0.00
2260 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 460.00 ^ 51.00 ^ 0.00
2261 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 470.00 ^ 50.80 ^ 0.00
2262 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 480.00 ^ 50.60 ^ 0.00
2263 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 490.00 ^ 50.30 ^ 0.00
2264 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 500.00 ^ 49.80 ^ 0.00
2265 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 510.00 ^ 49.70 ^ 0.00
2266 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 520.00 ^ 49.70 ^ 0.00
2267 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 530.00 ^ 49.40 ^ 0.00
2268 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 540.00 ^ 49.20 ^ 0.00
2269 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 550.00 ^ 49.10 ^ 0.00
2270 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 560.00 ^ 49.00 ^ 0.00
2271 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 570.00 ^ 49.00 ^ 0.00
2272 ^ M371493R800    ^ M ^ 93 ^ 800    ^ 3714 ^ 7512554 ^ 3498908 ^ 7512554 ^ 3498907 ^ 234.29 ^ 659.45 ^ 49.00 ^ 0.00
2273 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 0.00 ^ 59.80 ^ 90.00
2274 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 10.00 ^ 59.80 ^ 90.00
2275 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 20.00 ^ 60.00 ^ 90.00
2276 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 30.00 ^ 60.00 ^ 90.00
2277 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 40.00 ^ 60.10 ^ 90.00
2278 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 50.00 ^ 60.10 ^ 90.00
2279 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 60.00 ^ 60.00 ^ 90.00
2280 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 70.00 ^ 60.20 ^ 90.00
2281 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 80.00 ^ 60.50 ^ 90.00
2282 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 90.00 ^ 60.80 ^ 90.00
2283 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 100.00 ^ 61.00 ^ 90.00
2284 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 110.00 ^ 61.00 ^ 90.00
2285 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 120.00 ^ 61.20 ^ 90.00
2286 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 130.00 ^ 61.20 ^ 90.00
2287 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 140.00 ^ 61.60 ^ 90.00
2288 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 150.00 ^ 61.80 ^ 90.00
2289 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 160.00 ^ 62.00 ^ 90.00
2290 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 170.00 ^ 62.10 ^ 90.00
2291 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 180.00 ^ 62.30 ^ 90.00
2292 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 190.00 ^ 62.80 ^ 90.00
2293 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 200.00 ^ 62.70 ^ 90.00
2294 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 210.00 ^ 62.60 ^ 90.00
2295 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 220.00 ^ 62.80 ^ 90.00
2296 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 230.00 ^ 62.80 ^ 90.00
2297 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 240.00 ^ 62.80 ^ 90.00
2298 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 250.00 ^ 62.90 ^ 90.00
2299 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 260.00 ^ 62.90 ^ 90.00
2300 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 270.00 ^ 63.10 ^ 90.00
2301 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 280.00 ^ 63.50 ^ 90.00
2302 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 290.00 ^ 63.70 ^ 90.00
2303 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 300.00 ^ 63.90 ^ 90.00
2304 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 310.00 ^ 64.10 ^ 90.00
2305 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 320.00 ^ 64.20 ^ 90.00
2306 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 330.00 ^ 64.20 ^ 90.00
2307 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 340.00 ^ 64.20 ^ 90.00
2308 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 350.00 ^ 64.30 ^ 90.00
2309 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 360.00 ^ 64.30 ^ 90.00
2310 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 370.00 ^ 64.30 ^ 90.00
2311 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 380.00 ^ 64.30 ^ 90.00
2312 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 390.00 ^ 64.20 ^ 90.00
2313 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 400.00 ^ 64.20 ^ 90.00
2314 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 410.00 ^ 64.30 ^ 90.00
2315 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 420.00 ^ 64.20 ^ 90.00
2316 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 430.00 ^ 64.10 ^ 90.00
2317 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 440.00 ^ 64.20 ^ 90.00
2318 ^ M371493R801    ^ M ^ 93 ^ 801    ^ 3714 ^ 7512504 ^ 3498828 ^ 7512504 ^ 3498827 ^ 236.34 ^ 446.55 ^ 64.20 ^ 90.00
2319 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 0.00 ^ 70.40 ^ 90.00
2320 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 10.00 ^ 70.40 ^ 90.00
2321 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 20.00 ^ 70.50 ^ 90.00
2322 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 30.00 ^ 70.30 ^ 90.00
2323 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 40.00 ^ 70.20 ^ 90.00
2324 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 50.00 ^ 70.20 ^ 90.00
2325 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 60.00 ^ 70.30 ^ 90.00
2326 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 70.00 ^ 70.00 ^ 90.00
2327 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 80.00 ^ 70.00 ^ 90.00
2328 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 90.00 ^ 69.50 ^ 90.00
2329 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 100.00 ^ 69.70 ^ 90.00
2330 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 110.00 ^ 69.40 ^ 90.00
2331 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 120.00 ^ 69.10 ^ 90.00
2332 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 130.00 ^ 68.70 ^ 90.00
2333 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 140.00 ^ 68.20 ^ 90.00
2334 ^ M371493R802    ^ M ^ 93 ^ 802    ^ 3714 ^ 7512255 ^ 3499082 ^ 7512255 ^ 3499081 ^ 235.40 ^ 148.40 ^ 68.30 ^ 90.00
2335 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 0.00 ^ 70.20 ^ 90.00
2336 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 10.00 ^ 69.50 ^ 90.00
2337 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 20.00 ^ 69.30 ^ 90.00
2338 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 30.00 ^ 69.20 ^ 90.00
2339 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 40.00 ^ 68.60 ^ 90.00
2340 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 50.00 ^ 68.30 ^ 90.00
2341 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 60.00 ^ 68.10 ^ 90.00
2342 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 70.00 ^ 67.70 ^ 90.00
2343 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 80.00 ^ 67.60 ^ 90.00
2344 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 90.00 ^ 67.40 ^ 90.00
2345 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 100.00 ^ 67.40 ^ 90.00
2346 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 110.00 ^ 67.40 ^ 90.00
2347 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 120.00 ^ 67.30 ^ 90.00
2348 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 130.00 ^ 67.20 ^ 90.00
2349 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 140.00 ^ 67.20 ^ 90.00
2350 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 150.00 ^ 67.20 ^ 90.00
2351 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 160.00 ^ 67.20 ^ 90.00
2352 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 170.00 ^ 67.10 ^ 90.00
2353 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 180.00 ^ 67.10 ^ 90.00
2354 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 190.00 ^ 66.90 ^ 90.00
2355 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 200.00 ^ 66.80 ^ 90.00
2356 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 210.00 ^ 66.70 ^ 90.00
2357 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 220.00 ^ 66.50 ^ 90.00
2358 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 230.00 ^ 66.30 ^ 90.00
2359 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 240.00 ^ 66.10 ^ 90.00
2360 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 250.00 ^ 65.90 ^ 90.00
2361 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 260.00 ^ 65.50 ^ 90.00
2362 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 270.00 ^ 65.40 ^ 90.00
2363 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 280.00 ^ 65.30 ^ 90.00
2364 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 290.00 ^ 65.20 ^ 90.00
2365 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 300.00 ^ 65.10 ^ 90.00
2366 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 310.00 ^ 65.10 ^ 90.00
2367 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 320.00 ^ 64.80 ^ 90.00
2368 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 330.00 ^ 64.60 ^ 90.00
2369 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 340.00 ^ 64.20 ^ 90.00
2370 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 350.00 ^ 63.80 ^ 90.00
2371 ^ M371493R803    ^ M ^ 93 ^ 803    ^ 3714 ^ 7512256 ^ 3499605 ^ 7512256 ^ 3499604 ^ 229.26 ^ 360.00 ^ 63.60 ^ 90.00
